Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 67.0.3396.99,,2018-07-27 16:32:21,2018-07-27 16:32:22,0.100s,PASSED
setText,Chrome 67.0.3396.99,2 laz files from swfwmd/Hernando,2018-07-27 16:32:22,2018-07-27 16:32:23,1.289s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-27 16:32:23,2018-07-27 16:32:23,0.332s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:32:23,2018-07-27 16:32:23,0.066s,PASSED
selectOptionByValue,Chrome 67.0.3396.99,,2018-07-27 16:32:23,2018-07-27 16:32:23,0.143s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-27 16:32:23,2018-07-27 16:32:23,0.074s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-27 16:32:23,2018-07-27 16:32:26,2.238s,PASSED
Statement - Finally,Chrome 67.0.3396.99,,2018-07-27 16:32:26,2018-07-27 16:32:30,3.984s,PASSED
,,,,,,
Test Cases/OrthoLoader,Chrome 67.0.3396.99,"Loads the orthos in the test folder into a new project. If the project exists, it deletes it and recreates it.\nRequires standard USER group + CanExecuteOrthoLoader",2018-07-27 16:32:30,2018-07-27 16:34:36,2m - 6.772s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-27 16:32:30,2018-07-27 16:34:18,1m - 48.046s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-27 16:34:18,2018-07-27 16:34:20,2.386s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-27 16:34:20,2018-07-27 16:34:24,4.147s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:34:24,2018-07-27 16:34:24,0.109s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-27 16:34:24,2018-07-27 16:34:29,4.133s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:34:29,2018-07-27 16:34:29,0.100s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-27 16:34:29,2018-07-27 16:34:30,1.277s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-27 16:34:30,2018-07-27 16:34:30,0.323s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:34:30,2018-07-27 16:34:30,0.067s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-27 16:34:30,2018-07-27 16:34:30,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-27 16:34:30,2018-07-27 16:34:30,0.089s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:34:30,2018-07-27 16:34:33,2.115s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-27 16:34:33,2018-07-27 16:34:36,3.885s,PASSED
