Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Firefox 61.0,,2018-07-23 13:11:06,2018-07-23 13:11:06,0.081s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:06,2018-07-23 13:11:08,2.056s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:08,2018-07-23 13:11:08,0.084s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:08,2018-07-23 13:11:08,0.331s,PASSED
Statement - java.lang.Thread.sleep(4000),Firefox 61.0,,2018-07-23 13:11:08,2018-07-23 13:11:12,4.000s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:12,2018-07-23 13:11:13,0.357s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:13,2018-07-23 13:11:13,0.318s,PASSED
productSelection.productSelection.SelectChildProduct,Firefox 61.0,,2018-07-23 13:11:13,2018-07-23 13:11:14,0.538s,PASSED
productAttributeFiltering.attributeFiltering.SetAttributeFilter,Firefox 61.0,,2018-07-23 13:11:14,2018-07-23 13:11:17,3.355s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:17,2018-07-23 13:11:17,0.332s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:17,2018-07-23 13:11:18,1.027s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:18,2018-07-23 13:11:19,0.367s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:19,0.453s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:19,0.293s,PASSED
Statement - date = new java.util.Date(),Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:19,0.000s,PASSED
Statement - sdf = new java.text.SimpleDateFormat(yyyy-MM-dd HH:mm:ss),Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:19,0.000s,PASSED
Statement - aDate = sdf.format(new java.util.Date()),Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:19,0.000s,PASSED
"Statement - OName = ""ATPNaipFilteredOrder-"" + aDate",Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:19,0.000s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:19,2018-07-23 13:11:20,0.224s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:20,2018-07-23 13:11:20,0.389s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:20,2018-07-23 13:11:20,0.278s,PASSED
selectOptionByValue,Firefox 61.0,,2018-07-23 13:11:20,2018-07-23 13:11:21,0.412s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:21,2018-07-23 13:11:21,0.077s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:21,2018-07-23 13:11:21,0.345s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:21,2018-07-23 13:11:21,0.295s,PASSED
delay,Firefox 61.0,,2018-07-23 13:11:21,2018-07-23 13:11:23,2.000s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:23,2018-07-23 13:11:24,0.318s,PASSED
delay,Firefox 61.0,,2018-07-23 13:11:24,2018-07-23 13:11:27,3.001s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:27,2018-07-23 13:11:27,0.267s,PASSED
callTestCase,Firefox 61.0,,2018-07-23 13:11:27,2018-07-23 13:11:31,4.166s,PASSED
,,,,,,
Test Cases/OrderHistoryAddToCart,Firefox 61.0,Finds the first order in the order history beginning with ATPLS and having a status of SUCCESS and adds its contents to the order cart. Then deletes the first item from the order cart and places an order for the one remaining item\n\nRequires Standard USER group,2018-07-23 13:11:31,2018-07-23 13:11:56,24.361s,PASSED
callTestCase,Firefox 61.0,,2018-07-23 13:11:31,2018-07-23 13:11:31,0.089s,PASSED
openBrowser,Firefox 61.0,,2018-07-23 13:11:31,2018-07-23 13:11:34,2.781s,PASSED
maximizeWindow,Firefox 61.0,,2018-07-23 13:11:34,2018-07-23 13:11:34,0.024s,PASSED
navigateToUrl,Firefox 61.0,,2018-07-23 13:11:34,2018-07-23 13:11:35,0.567s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:35,2018-07-23 13:11:35,0.069s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:35,2018-07-23 13:11:35,0.062s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:35,2018-07-23 13:11:38,2.628s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:38,2018-07-23 13:11:38,0.320s,PASSED
waitForElementClickable,Firefox 61.0,,2018-07-23 13:11:38,2018-07-23 13:11:38,0.068s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:38,2018-07-23 13:11:39,0.604s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:39,2018-07-23 13:11:39,0.395s,PASSED
uncheck,Firefox 61.0,,2018-07-23 13:11:39,2018-07-23 13:11:39,0.356s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:39,2018-07-23 13:11:40,0.285s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:40,2018-07-23 13:11:40,0.267s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:40,2018-07-23 13:11:40,0.151s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:40,2018-07-23 13:11:40,0.329s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:40,2018-07-23 13:11:41,0.285s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:41,2018-07-23 13:11:41,0.157s,PASSED
delay,Firefox 61.0,,2018-07-23 13:11:41,2018-07-23 13:11:44,3.001s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:44,2018-07-23 13:11:44,0.337s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:44,2018-07-23 13:11:44,0.326s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:44,2018-07-23 13:11:45,0.601s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:45,2018-07-23 13:11:45,0.333s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:45,2018-07-23 13:11:46,0.298s,PASSED
Statement - date = new java.util.Date(),Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:46,0.001s,PASSED
Statement - sdf = new java.text.SimpleDateFormat(yyyy-MM-dd HH:mm:ss),Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:46,0.000s,PASSED
Statement - aDate = sdf.format(new java.util.Date()),Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:46,0.000s,PASSED
"Statement - OName = ""ATPOrderCartReOrderTest-"" + aDate",Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:46,0.000s,PASSED
setText,Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:46,0.170s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:46,0.314s,PASSED
delay,Firefox 61.0,,2018-07-23 13:11:46,2018-07-23 13:11:48,2.001s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:48,2018-07-23 13:11:48,0.299s,PASSED
delay,Firefox 61.0,,2018-07-23 13:11:48,2018-07-23 13:11:51,3.001s,PASSED
click,Firefox 61.0,,2018-07-23 13:11:51,2018-07-23 13:11:52,0.240s,PASSED
callTestCase,Firefox 61.0,,2018-07-23 13:11:52,2018-07-23 13:11:56,3.892s,PASSED
,,,,,,
Test Cases/OrderHistorySanityTest,Firefox 61.0,"Opens order History, manipulates the columns displayed, filters on orders beginning with ATP, selects the first one and zooms to it, then opens the details for it, selects the popup details icon and dismisses it\n\nRequires standard USER group",2018-07-23 13:11:56,2018-07-23 13:12:22,26.249s,PASSED
callTestCase,Firefox 61.0,,2018-07-23 13:11:56,2018-07-23 13:11:56,0.086s,PASSED
openBrowser,Firefox 61.0,,2018-07-23 13:11:56,2018-07-23 13:11:59,2.784s,PASSED
maximizeWindow,Firefox 61.0,,2018-07-23 13:11:59,2018-07-23 13:11:59,0.003s,PASSED
navigateToUrl,Firefox 61.0,,2018-07-23 13:11:59,2018-07-23 13:12:01,2.770s,PASSED
setText,Firefox 61.0,,2018-07-23 13:12:01,2018-07-23 13:12:01,0.073s,PASSED
setText,Firefox 61.0,,2018-07-23 13:12:01,2018-07-23 13:12:01,0.047s,PASSED
click,Firefox 61.0,,2018-07-23 13:12:01,2018-07-23 13:12:03,2.067s,PASSED
click,Firefox 61.0,,2018-07-23 13:12:03,2018-07-23 13:12:04,0.355s,PASSED
waitForElementClickable,Firefox 61.0,,2018-07-23 13:12:04,2018-07-23 13:12:04,0.031s,PASSED
click,Firefox 61.0,,2018-07-23 13:12:04,2018-07-23 13:12:04,0.590s,PASSED
click,Firefox 61.0,,2018-07-23 13:12:04,2018-07-23 13:12:05,0.422s,PASSED
uncheck,Firefox 61.0,,2018-07-23 13:12:05,2018-07-23 13:12:05,0.430s,PASSED
click,Firefox 61.0,,2018-07-23 13:12:05,2018-07-23 13:12:06,0.269s,PASSED
click,Firefox 61.0,,2018-07-23 13:12:06,2018-07-23 13:12:06,0.264s,PASSED
setText,Firefox 61.0,,2018-07-23 13:12:06,2018-07-23 13:12:06,0.146s,PASSED
