Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User,Chrome 67.0.3396.99,,2018-08-01 09:13:59,2018-08-01 09:19:42,5m - 42.583s,FAILED
,,,,,,
Test Cases/Landsat8AndNAIPOrder,Chrome 67.0.3396.99,"Submits an order by taking the first landsat item and the first NAIP item from the search results,  found using an AOI set by the view centered on Birmingham AL\n\nRequires standard USER group",2018-08-01 09:14:00,2018-08-01 09:14:42,42.421s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-08-01 09:14:00,2018-08-01 09:14:15,14.550s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-08-01 09:14:15,2018-08-01 09:14:15,0.020s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-01 09:14:15,2018-08-01 09:14:15,0.162s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:15,2018-08-01 09:14:15,0.109s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-08-01 09:14:15,2018-08-01 09:14:15,0.021s,PASSED
delay,Chrome 67.0.3396.99,"Not sure why this is needed, but we have to wait until Cesium search is finished resetting the view before we can rest the AOI to the view ",2018-08-01 09:14:15,2018-08-01 09:14:18,3.009s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:18,2018-08-01 09:14:18,0.501s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-08-01 09:14:18,2018-08-01 09:14:19,0.096s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:19,2018-08-01 09:14:19,0.344s,PASSED
productSelection.productSelection.SelectChildProduct,Chrome 67.0.3396.99,,2018-08-01 09:14:19,2018-08-01 09:14:19,0.153s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:19,2018-08-01 09:14:19,0.177s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-08-01 09:14:19,2018-08-01 09:14:21,2.002s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:21,2018-08-01 09:14:22,0.795s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:22,2018-08-01 09:14:22,0.356s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:22,2018-08-01 09:14:23,0.549s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:23,2018-08-01 09:14:23,0.356s,PASSED
productSelection.productSelection.clearAllProducts,Chrome 67.0.3396.99,,2018-08-01 09:14:23,2018-08-01 09:14:30,6.587s,PASSED
productSelection.productSelection.SelectChildProduct,Chrome 67.0.3396.99,,2018-08-01 09:14:30,2018-08-01 09:14:30,0.090s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:30,2018-08-01 09:14:30,0.219s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-08-01 09:14:30,2018-08-01 09:14:31,1.079s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:31,2018-08-01 09:14:32,0.431s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:32,2018-08-01 09:14:32,0.569s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:32,2018-08-01 09:14:33,0.310s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.195s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.109s,PASSED
Statement - date = new java.util.Date(),Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.005s,PASSED
Statement - sdf = new java.text.SimpleDateFormat(yyyy-MM-dd HH:mm:ss),Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.008s,PASSED
Statement - aDate = sdf.format(new java.util.Date()),Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.002s,PASSED
"Statement - OName = ""ATPLSandNAIP-"" + aDate",Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.000s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.418s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:33,0.117s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:33,2018-08-01 09:14:34,0.116s,PASSED
delay,Chrome 67.0.3396.99,,2018-08-01 09:14:34,2018-08-01 09:14:37,3.000s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:37,2018-08-01 09:14:38,1.101s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-08-01 09:14:38,2018-08-01 09:14:42,4.437s,PASSED
,,,,,,
Test Cases/Landsat8AndOrthosOrder,Chrome 67.0.3396.99,"Submits an order for 1 landsat image and one NAIP image taken from the Houston area, taking the first item from the search results grid fo each\n\nRequires standard USER group",2018-08-01 09:14:42,2018-08-01 09:15:16,33.598s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-08-01 09:14:42,2018-08-01 09:14:54,11.508s,PASSED
setText,Chrome 67.0.3396.99,,2018-08-01 09:14:54,2018-08-01 09:14:54,0.177s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-08-01 09:14:54,2018-08-01 09:14:54,0.019s,PASSED
click,Chrome 67.0.3396.99,,2018-08-01 09:14:54,2018-08-01 09:14:54,0.114s,PASSED
