Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
QC Analyst,Chrome 67.0.3396.99,User must have QC Analyst role,2018-07-31 11:15:07,2018-07-31 11:19:43,4m - 36.079s,FAILED
,,,,,,
Test Cases/DavidsonQueryTest,Chrome 67.0.3396.99,Opens the Davidson Project in the QC analyst environment and checks the Project Items grid to be sure '1072' items are found\n\nRequires QCAnalyst role,2018-07-31 11:15:07,2018-07-31 11:16:05,57.548s,FAILED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:15:08,2018-07-31 11:15:37,29.409s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-31 11:15:37,2018-07-31 11:15:39,2.257s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-31 11:15:39,2018-07-31 11:15:44,4.652s,PASSED
click,Chrome 67.0.3396.99,Click here to get Cesium Help to disappear,2018-07-31 11:15:44,2018-07-31 11:15:44,0.106s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:15:44,2018-07-31 11:15:44,0.144s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:15:44,2018-07-31 11:15:44,0.132s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:15:44,2018-07-31 11:15:44,0.076s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-31 11:15:44,2018-07-31 11:15:45,0.274s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:15:45,2018-07-31 11:15:45,0.123s,PASSED
genericGrid.gridOperations.ExecuteGridFunction,Chrome 67.0.3396.99,,2018-07-31 11:15:45,2018-07-31 11:15:46,1.212s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-31 11:15:46,2018-07-31 11:16:05,18.817s,FAILED
,,,,,,
Test Cases/CreateProjectWithFootprint,Chrome 67.0.3396.99,"Calls create project to create ATPProjectFootprint with HoustonBayArea as footprint. Deletes project if it exists, then recreates it\n\nRequires System Admin role (in order to delete the project if it already exists)",2018-07-31 11:16:05,2018-07-31 11:16:48,43.620s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:16:05,2018-07-31 11:16:17,12.496s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-31 11:16:17,2018-07-31 11:16:19,2.057s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-31 11:16:19,2018-07-31 11:16:24,4.690s,PASSED
click,Chrome 67.0.3396.99,Click here to get Cesium Canvas to disappear,2018-07-31 11:16:24,2018-07-31 11:16:24,0.100s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:16:24,2018-07-31 11:16:44,20.170s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:16:44,2018-07-31 11:16:48,3.990s,PASSED
