Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
QC Analyst,Chrome 67.0.3396.99,User must have QC Analyst role,2018-07-31 11:23:04,2018-07-31 11:26:17,3m - 12.351s,FAILED
,,,,,,
Test Cases/DavidsonQueryTest,Chrome 67.0.3396.99,Opens the Davidson Project in the QC analyst environment and checks the Project Items grid to be sure '1072' items are found\n\nRequires QCAnalyst role,2018-07-31 11:23:05,2018-07-31 11:23:47,42.116s,FAILED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:23:05,2018-07-31 11:23:20,14.489s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-31 11:23:20,2018-07-31 11:23:22,2.045s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-31 11:23:22,2018-07-31 11:23:26,4.678s,PASSED
click,Chrome 67.0.3396.99,Click here to get Cesium Help to disappear,2018-07-31 11:23:26,2018-07-31 11:23:26,0.122s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:23:26,2018-07-31 11:23:27,0.122s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:23:27,2018-07-31 11:23:27,0.146s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:23:27,2018-07-31 11:23:27,0.063s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-31 11:23:27,2018-07-31 11:23:27,0.211s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:23:27,2018-07-31 11:23:27,0.101s,PASSED
genericGrid.gridOperations.ExecuteGridFunction,Chrome 67.0.3396.99,,2018-07-31 11:23:27,2018-07-31 11:23:28,1.383s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-31 11:23:28,2018-07-31 11:23:47,18.370s,FAILED
,,,,,,
Test Cases/CreateProjectWithFootprint,Chrome 67.0.3396.99,"Calls create project to create ATPProjectFootprint with HoustonBayArea as footprint. Deletes project if it exists, then recreates it\n\nRequires System Admin role (in order to delete the project if it already exists)",2018-07-31 11:23:47,2018-07-31 11:24:18,31.633s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:23:47,2018-07-31 11:24:03,15.592s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-31 11:24:03,2018-07-31 11:24:05,2.398s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-31 11:24:05,2018-07-31 11:24:09,4.136s,PASSED
click,Chrome 67.0.3396.99,Click here to get Cesium Canvas to disappear,2018-07-31 11:24:09,2018-07-31 11:24:09,0.174s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:24:09,2018-07-31 11:24:14,5.094s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:24:14,2018-07-31 11:24:18,4.118s,PASSED
,,,,,,
Test Cases/GeneratePyramids,Chrome 67.0.3396.99,"Opens the Davidson project, clears the working set, filters the project itesm to a small set using name='DavCo_AA', adds them to the working set, opens the working set and executes the generate pyramids process\n\nRequires QCAnalyst role",2018-07-31 11:24:18,2018-07-31 11:25:14,55.262s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-31 11:24:19,2018-07-31 11:24:30,11.620s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-31 11:24:30,2018-07-31 11:24:32,2.077s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-31 11:24:32,2018-07-31 11:24:36,4.182s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:24:36,2018-07-31 11:24:37,0.162s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:24:37,2018-07-31 11:24:37,0.217s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:24:37,2018-07-31 11:24:37,0.129s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-31 11:24:37,2018-07-31 11:24:37,0.217s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:24:37,2018-07-31 11:24:37,0.097s,PASSED
genericGrid.gridOperations.ExecuteGridFunction,Chrome 67.0.3396.99,,2018-07-31 11:24:37,2018-07-31 11:24:39,1.351s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-31 11:24:39,2018-07-31 11:24:41,2.789s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-31 11:24:41,2018-07-31 11:24:44,2.765s,PASSED
genericGrid.gridOperations.SetGridJustOneColumn,Chrome 67.0.3396.99,,2018-07-31 11:24:44,2018-07-31 11:25:02,17.831s,PASSED
genericGrid.gridOperations.ColumnFilter,Chrome 67.0.3396.99,,2018-07-31 11:25:02,2018-07-31 11:25:02,0.100s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-31 11:25:02,2018-07-31 11:25:03,0.608s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:03,2018-07-31 11:25:03,0.136s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:03,2018-07-31 11:25:03,0.110s,PASSED
waitForElementVisible,Chrome 67.0.3396.99,,2018-07-31 11:25:03,2018-07-31 11:25:04,1.089s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:04,2018-07-31 11:25:04,0.204s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:04,2018-07-31 11:25:04,0.140s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:04,2018-07-31 11:25:05,0.101s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:05,2018-07-31 11:25:05,0.122s,PASSED
click,Chrome 67.0.3396.99,,2018-07-31 11:25:05,2018-07-31 11:25:06,1.648s,PASSED
