Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selectOptionByValue,Chrome 67.0.3396.99,,2018-07-30 16:57:45,2018-07-30 16:57:45,0.140s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-30 16:57:45,2018-07-30 16:57:45,0.055s,PASSED
Statement - Try,Chrome 67.0.3396.99,,2018-07-30 16:57:45,2018-07-30 16:57:47,2.250s,PASSED
Statement - Finally,Chrome 67.0.3396.99,,2018-07-30 16:57:47,2018-07-30 16:57:51,3.895s,PASSED
,,,,,,
Test Cases/OrthoLoader,Chrome 67.0.3396.99,"Loads the orthos in the test folder into a new project. If the project exists, it deletes it and recreates it.\nRequires standard USER group + CanExecuteOrthoLoader",2018-07-30 16:57:51,2018-07-30 16:58:21,30.146s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-30 16:57:51,2018-07-30 16:58:03,11.589s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-30 16:58:03,2018-07-30 16:58:05,2.013s,PASSED
waitForElementNotPresent,Chrome 67.0.3396.99,,2018-07-30 16:58:05,2018-07-30 16:58:09,4.667s,PASSED
click,Chrome 67.0.3396.99,,2018-07-30 16:58:09,2018-07-30 16:58:09,0.098s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-30 16:58:09,2018-07-30 16:58:14,4.354s,PASSED
click,Chrome 67.0.3396.99,,2018-07-30 16:58:14,2018-07-30 16:58:14,0.097s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-30 16:58:14,2018-07-30 16:58:15,1.277s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-30 16:58:15,2018-07-30 16:58:16,0.338s,PASSED
click,Chrome 67.0.3396.99,,2018-07-30 16:58:16,2018-07-30 16:58:16,0.072s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-30 16:58:16,2018-07-30 16:58:16,0.001s,NOT_RUN
click,Chrome 67.0.3396.99,,2018-07-30 16:58:16,2018-07-30 16:58:16,0.086s,PASSED
click,Chrome 67.0.3396.99,,2018-07-30 16:58:16,2018-07-30 16:58:17,1.596s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-30 16:58:17,2018-07-30 16:58:21,3.856s,PASSED
